id,title,description,availability,condition,price,link,image_link,brand
7851,Vitu polvo compacto calendula castaña n.4 x 12gr,vitu polvo compacto calendula castaña n.4 x 12gr,in stock,new,10100,https://almacensandra.com.co/product/p-7851-vitu-polvo-compacto-calendula-castana-n4-x-12gr,https://casandra-static.s3.amazonaws.com/products/7851/66681.jpg,VITU
7852,Vitu polvo compacto calendula pecana n.6 x 12gr,vitu polvo compacto calendula pecana n.6 x 12gr,in stock,new,9400,https://almacensandra.com.co/product/p-7852-vitu-polvo-compacto-calendula-pecana-n6-x-12gr,https://casandra-static.s3.amazonaws.com/products/7852/66682.jpg,VITU
7853,Vitu polvo compacto calendula nuez n.3 x 12gr,vitu polvo compacto calendula nuez n.3 x 12gr,in stock,new,10100,https://almacensandra.com.co/product/p-7853-vitu-polvo-compacto-calendula-nuez-n3-x-12gr,https://casandra-static.s3.amazonaws.com/products/7853/66683.jpg,VITU
7855,Essence pestañina volume booster lash x 7ml,essence pestañina volume booster lash x 7ml,in stock,new,13800,https://almacensandra.com.co/product/p-7855-essence-pestanina-volume-booster-lash-x-7ml,https://casandra-static.s3.amazonaws.com/products/7855/66688.jpg,SKALA
7856,Vitu polvo compacto avellana  n.2 x 12gr,vitu polvo compacto avellana  n.2 x 12gr,in stock,new,10100,https://almacensandra.com.co/product/p-7856-vitu-polvo-compacto-avellana-n2-x-12gr,https://casandra-static.s3.amazonaws.com/products/7856/66693.jpg,VITU
7857,Essence esmalte gel base extreme last x 8ml,essence esmalte gel base extreme last x 8ml,in stock,new,11600,https://almacensandra.com.co/product/p-7857-essence-esmalte-gel-base-extreme-last-x-8ml,https://casandra-static.s3.amazonaws.com/products/7857/66702.jpg,SKALA
7858,Essence esmalte gel shine top coat x 8ml,essence esmalte gel shine top coat x 8ml,in stock,new,9500,https://almacensandra.com.co/product/p-7858-essence-esmalte-gel-shine-top-coat-x-8ml,https://casandra-static.s3.amazonaws.com/products/7858/66703.jpg,SKALA
7859,Essence esmalte gel shine lash n.02 x 8ml,essence esmalte gel shine lash n.02 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7859-essence-esmalte-gel-shine-lash-n02-x-8ml,https://casandra-static.s3.amazonaws.com/products/7859/66705.jpg,SKALA
7860,Essence esmalte gel shine lash n.05 x 8ml,essence esmalte gel shine lash n.05 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7860-essence-esmalte-gel-shine-lash-n05-x-8ml,https://casandra-static.s3.amazonaws.com/products/7860/66707.jpg,SKALA
7862,Essence esmalte gel shine lash n.12 x 8ml,essence esmalte gel shine lash n.12 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7862-essence-esmalte-gel-shine-lash-n12-x-8ml,https://casandra-static.s3.amazonaws.com/products/7862/66711.jpg,SKALA
7863,Essence esmalte gel shine lash n.13 x 8ml,essence esmalte gel shine lash n.13 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7863-essence-esmalte-gel-shine-lash-n13-x-8ml,https://casandra-static.s3.amazonaws.com/products/7863/66712.jpg,SKALA
7864,Essence esmalte gel shine lash n.15 x 8ml,essence esmalte gel shine lash n.15 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7864-essence-esmalte-gel-shine-lash-n15-x-8ml,https://casandra-static.s3.amazonaws.com/products/7864/66714.jpg,SKALA
7865,Essence esmalte gel shine lash n.16 x 8ml,essence esmalte gel shine lash n.16 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7865-essence-esmalte-gel-shine-lash-n16-x-8ml,https://casandra-static.s3.amazonaws.com/products/7865/66715.jpg,SKALA
7869,Essence esmalte gel shine lash n.28 x 8ml,essence esmalte gel shine lash n.28 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7869-essence-esmalte-gel-shine-lash-n28-x-8ml,https://casandra-static.s3.amazonaws.com/products/7869/66720.jpg,SKALA
7870,Essence esmalte gel shine lash n.30 x 8ml,essence esmalte gel shine lash n.30 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7870-essence-esmalte-gel-shine-lash-n30-x-8ml,https://casandra-static.s3.amazonaws.com/products/7870/66721.jpg,SKALA
7871,Essence esmalte gel shine lash n.32 x 8ml,essence esmalte gel shine lash n.32 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7871-essence-esmalte-gel-shine-lash-n32-x-8ml,https://casandra-static.s3.amazonaws.com/products/7871/66722.jpg,SKALA
7872,Essence esmalte gel shine lash n.33 x 8ml,essence esmalte gel shine lash n.33 x 8ml,in stock,new,5700,https://almacensandra.com.co/product/p-7872-essence-esmalte-gel-shine-lash-n33-x-8ml,https://casandra-static.s3.amazonaws.com/products/7872/66723.jpg,SKALA
7882,Atenea brocha white redonda,atenea brocha white redonda,in stock,new,6800,https://almacensandra.com.co/product/p-7882-atenea-brocha-white-redonda,https://casandra-static.s3.amazonaws.com/products/7882/66806.jpg,ATENEA
7883,Atenea brocha white corrector f11,atenea brocha white corrector f11,in stock,new,6800,https://almacensandra.com.co/product/p-7883-atenea-brocha-white-corrector-f11,https://casandra-static.s3.amazonaws.com/products/7883/66807.jpg,ATENEA
7893,Atenea brocha white gota iluminador ref: f10,atenea brocha white gota iluminador ref: f10,in stock,new,10200,https://almacensandra.com.co/product/p-7893-atenea-brocha-white-gota-iluminador-ref-f10,https://casandra-static.s3.amazonaws.com/products/7893/66821.jpg,ATENEA
7894,Atenea iluminador tono 01 sublime ref:sh001,atenea iluminador tono 01 sublime ref:sh001,in stock,new,24400,https://almacensandra.com.co/product/p-7894-atenea-iluminador-tono-01-sublime-refsh001,https://casandra-static.s3.amazonaws.com/products/7894/66822.jpg,ATENEA
7895,Atenea brocha white lengua gato mini labios ref: f30,atenea brocha white lengua gato mini labios ref: f30,in stock,new,5500,https://almacensandra.com.co/product/p-7895-atenea-brocha-white-lengua-gato-mini-labios-ref-f30,https://casandra-static.s3.amazonaws.com/products/7895/66823.jpg,ATENEA
7897,Atenea brocha white mofeta mini corrector ref. f12,atenea brocha white mofeta mini corrector ref. f12,in stock,new,6100,https://almacensandra.com.co/product/p-7897-atenea-brocha-white-mofeta-mini-corrector-ref-f12,https://casandra-static.s3.amazonaws.com/products/7897/66826.jpg,ATENEA
7898,Atenea brocha white mofeta plana ref: f06,atenea brocha white mofeta plana ref: f06,in stock,new,10200,https://almacensandra.com.co/product/p-7898-atenea-brocha-white-mofeta-plana-ref-f06,https://casandra-static.s3.amazonaws.com/products/7898/66827.jpg,ATENEA
7899,Atenea pincel plano cejas ref: f29,atenea pincel plano cejas ref: f29,in stock,new,6100,https://almacensandra.com.co/product/p-7899-atenea-pincel-plano-cejas-ref-f29,https://casandra-static.s3.amazonaws.com/products/7899/66828.jpg,ATENEA
7900,Atenea pincel plano parpado ref: f14,atenea pincel plano parpado ref: f14,in stock,new,6800,https://almacensandra.com.co/product/p-7900-atenea-pincel-plano-parpado-ref-f14,https://casandra-static.s3.amazonaws.com/products/7900/66830.jpg,ATENEA
7901,Atenea pincel plano parpado corta ref: f13,atenea pincel plano parpado corta ref: f13,in stock,new,6800,https://almacensandra.com.co/product/p-7901-atenea-pincel-plano-parpado-corta-ref-f13,https://casandra-static.s3.amazonaws.com/products/7901/66831.jpg,ATENEA
7902,Atenea pincel plano parpado glitter ref: f15,atenea pincel plano parpado glitter ref: f15,in stock,new,6800,https://almacensandra.com.co/product/p-7902-atenea-pincel-plano-parpado-glitter-ref-f15,https://casandra-static.s3.amazonaws.com/products/7902/66832.jpg,ATENEA
7904,Atenea brocha polvo ref: 05,atenea brocha polvo ref: 05,in stock,new,21700,https://almacensandra.com.co/product/p-7904-atenea-brocha-polvo-ref-05,https://casandra-static.s3.amazonaws.com/products/7904/66835.jpg,ATENEA
7909,Zeux papel aluminio x 8mts,zeux papel aluminio x 8mts,in stock,new,4800,https://almacensandra.com.co/product/p-7909-zeux-papel-aluminio-x-8mts,https://casandra-static.s3.amazonaws.com/products/7909/66841.jpg,ZAUX
7910,Redlac papel osmotico negro x 20mts,redlac papel osmotico negro x 20mts,in stock,new,3800,https://almacensandra.com.co/product/p-7910-redlac-papel-osmotico-negro-x-20mts,https://casandra-static.s3.amazonaws.com/products/7910/66845.jpg,null
7911,Redlac papel osmotico negro x 50mts,redlac papel osmotico negro x 50mts,in stock,new,7900,https://almacensandra.com.co/product/p-7911-redlac-papel-osmotico-negro-x-50mts,https://casandra-static.s3.amazonaws.com/products/7911/66846.jpg,null
7912,Redlac papel osmotico negro x 100mts,redlac papel osmotico negro x 100mts,in stock,new,14100,https://almacensandra.com.co/product/p-7912-redlac-papel-osmotico-negro-x-100mts,https://casandra-static.s3.amazonaws.com/products/7912/66847.jpg,null
7913,Redlac papel osmotico negro x 200mts,redlac papel osmotico negro x 200mts,in stock,new,27000,https://almacensandra.com.co/product/p-7913-redlac-papel-osmotico-negro-x-200mts,https://casandra-static.s3.amazonaws.com/products/7913/66848.jpg,null
7914,Redlac aceite recino x 120ml,redlac aceite recino x 120ml,in stock,new,10300,https://almacensandra.com.co/product/p-7914-redlac-aceite-recino-x-120ml,https://casandra-static.s3.amazonaws.com/products/7914/66849.jpg,null
7949,Du pestañas pelo a pelo 0.05d x 12mm,du pestañas pelo a pelo 0.05d x 12mm,in stock,new,18900,https://almacensandra.com.co/product/p-7949-du-pestanas-pelo-a-pelo-005d-x-12mm,https://casandra-static.s3.amazonaws.com/products/7949/66994.jpg,null
7952,Catrice pestañina curlvolumex10ml,catrice pestañina curlvolumex10ml,in stock,new,21800,https://almacensandra.com.co/product/p-7952-catrice-pestanina-curlvolumex10ml,https://casandra-static.s3.amazonaws.com/products/7952/67020.jpg,null
7954,Raquel rubor individual coqueta n.11,raquel rubor individual coqueta n.11,in stock,new,6200,https://almacensandra.com.co/product/p-7954-raquel-rubor-individual-coqueta-n11,https://casandra-static.s3.amazonaws.com/products/7954/67032.jpg,RAQUEL
7955,Raquel sombra individual destello n.5 x 5.5gr,raquel sombra individual destello n.5 x 5.5gr,in stock,new,5800,https://almacensandra.com.co/product/p-7955-raquel-sombra-individual-destello-n5-x-55gr,https://casandra-static.s3.amazonaws.com/products/7955/67038.jpg,RAQUEL
7959,Vitu brillo labial manteca de karite granada n.8,vitu brillo labial manteca de karite granada n.8,in stock,new,11800,https://almacensandra.com.co/product/p-7959-vitu-brillo-labial-manteca-de-karite-granada-n8,https://casandra-static.s3.amazonaws.com/products/7959/67063.jpg,VITU
7960,Vitu corrector soya castaña n.4,vitu corrector soya castaña n.4,in stock,new,13200,https://almacensandra.com.co/product/p-7960-vitu-corrector-soya-castana-n4,https://casandra-static.s3.amazonaws.com/products/7960/67064.jpg,VITU
7961,Vitu rubor duo avena espinela n.01,vitu rubor duo avena espinela n.01,in stock,new,12700,https://almacensandra.com.co/product/p-7961-vitu-rubor-duo-avena-espinela-n01,https://casandra-static.s3.amazonaws.com/products/7961/67065.jpg,VITU
7963,Vitu rubor duo avena cuarzo n.03,vitu rubor duo avena cuarzo n.03,in stock,new,12700,https://almacensandra.com.co/product/p-7963-vitu-rubor-duo-avena-cuarzo-n03,https://casandra-static.s3.amazonaws.com/products/7963/67067.jpg,VITU
7964,Vitu rubor duo avena topacio n.04,vitu rubor duo avena topacio n.04,in stock,new,12700,https://almacensandra.com.co/product/p-7964-vitu-rubor-duo-avena-topacio-n04,https://casandra-static.s3.amazonaws.com/products/7964/67068.jpg,VITU
7968,Be natural elixir argan reparador x 50ml,be natural elixir argan reparador x 50ml,in stock,new,37500,https://almacensandra.com.co/product/p-7968-be-natural-elixir-argan-reparador-x-50ml,https://casandra-static.s3.amazonaws.com/products/7968/67078.jpg,KATIVA
7974,Embellecer removedor de esmalte x 30ml,embellecer removedor de esmalte x 30ml,in stock,new,3100,https://almacensandra.com.co/product/p-7974-embellecer-removedor-de-esmalte-x-30ml,https://casandra-static.s3.amazonaws.com/products/7974/67130.jpg,KIUT
7976,Embellecer removedor de cuticula x 30ml,embellecer removedor de cuticula x 30ml,in stock,new,1800,https://almacensandra.com.co/product/p-7976-embellecer-removedor-de-cuticula-x-30ml,https://casandra-static.s3.amazonaws.com/products/7976/67132.jpg,KIUT
7977,Embellecer removedor de callo x 80ml,embellecer removedor de callo x 80ml,in stock,new,3200,https://almacensandra.com.co/product/p-7977-embellecer-removedor-de-callo-x-80ml,https://casandra-static.s3.amazonaws.com/products/7977/67133.jpg,KIUT
7978,Embellecer removedor de callo x 30ml,embellecer removedor de callo x 30ml,in stock,new,1900,https://almacensandra.com.co/product/p-7978-embellecer-removedor-de-callo-x-30ml,https://casandra-static.s3.amazonaws.com/products/7978/67134.jpg,KIUT
7979,Embellecer dilusor de esmalte x 60ml,embellecer dilusor de esmalte x 60ml,in stock,new,5100,https://almacensandra.com.co/product/p-7979-embellecer-dilusor-de-esmalte-x-60ml,https://casandra-static.s3.amazonaws.com/products/7979/67135.jpg,KIUT
7980,New turbo maquina de corte nt selector plus,new turbo maquina de corte nt selector plus,in stock,new,244600,https://almacensandra.com.co/product/p-7980-new-turbo-maquina-de-corte-nt-selector-plus,https://casandra-static.s3.amazonaws.com/products/7980/67139.jpg,null
7981,New turbo peinilla golden ref: nt-13,new turbo peinilla golden ref: nt-13,in stock,new,17600,https://almacensandra.com.co/product/p-7981-new-turbo-peinilla-golden-ref-nt-13,https://casandra-static.s3.amazonaws.com/products/7981/67141.jpg,null
7982,Afro leche pal pelo shampoo x 250ml,afro leche pal pelo shampoo x 250ml,in stock,new,20400,https://almacensandra.com.co/product/p-7982-afro-leche-pal-pelo-shampoo-x-250ml,https://casandra-static.s3.amazonaws.com/products/7982/67143.jpg,AFRO
7983,Leche pal pelo shampoo badtz maru 2 en 1 x 250ml,leche pal pelo shampoo badtz maru 2 en 1 x 250ml,in stock,new,22100,https://almacensandra.com.co/product/p-7983-leche-pal-pelo-shampoo-badtz-maru-2-en-1-x-250ml,https://casandra-static.s3.amazonaws.com/products/7983/67146.jpg,AFRO
7984,Leche pal pelo shampoo proteccion color x 250ml,leche pal pelo shampoo proteccion color x 250ml,in stock,new,22100,https://almacensandra.com.co/product/p-7984-leche-pal-pelo-shampoo-proteccion-color-x-250ml,https://casandra-static.s3.amazonaws.com/products/7984/67147.jpg,AFRO
7990,Marliou ampolla ablanda canas x 30ml,marliou ampolla ablanda canas x 30ml,in stock,new,6300,https://almacensandra.com.co/product/p-7990-marliou-ampolla-ablanda-canas-x-30ml,https://casandra-static.s3.amazonaws.com/products/7990/67170.jpg,null
7991,Igora tinte vibrance gel n.5.7 x 60gr,igora tinte vibrance gel n.5.7 x 60gr,in stock,new,21900,https://almacensandra.com.co/product/p-7991-igora-tinte-vibrance-gel-n57-x-60gr,https://casandra-static.s3.amazonaws.com/products/7991/67171.jpg,IGORA
7992,Igora tinte vibrance gel n.9.5-49 x 60gr,igora tinte vibrance gel n.9.5-49 x 60gr,in stock,new,21900,https://almacensandra.com.co/product/p-7992-igora-tinte-vibrance-gel-n95-49-x-60gr,https://casandra-static.s3.amazonaws.com/products/7992/67172.jpg,IGORA
7993,Prokpil crema peinar coco x 300gr,prokpil crema peinar coco x 300gr,in stock,new,24400,https://almacensandra.com.co/product/p-7993-prokpil-crema-peinar-coco-x-300gr,https://casandra-static.s3.amazonaws.com/products/7993/67173.jpg,PROKPIL
7994,Prokpil tratamiento coco x 300gr,prokpil tratamiento coco x 300gr,in stock,new,20200,https://almacensandra.com.co/product/p-7994-prokpil-tratamiento-coco-x-300gr,https://casandra-static.s3.amazonaws.com/products/7994/67174.jpg,PROKPIL
7995,Prokpil locion hidratante coco x 150gr,prokpil locion hidratante coco x 150gr,in stock,new,12100,https://almacensandra.com.co/product/p-7995-prokpil-locion-hidratante-coco-x-150gr,https://casandra-static.s3.amazonaws.com/products/7995/67175.jpg,PROKPIL
7997,Igora royal tinte tono mezcla verde n.0.33 x 60gr,igora royal tinte tono mezcla verde n.0.33 x 60gr,in stock,new,20700,https://almacensandra.com.co/product/p-7997-igora-royal-tinte-tono-mezcla-verde-n033-x-60gr,https://casandra-static.s3.amazonaws.com/products/7997/67180.jpg,IGORA
7998,Bonacure color freeze acondicionador x 500gr,bonacure color freeze acondicionador x 500gr,in stock,new,125500,https://almacensandra.com.co/product/p-7998-bonacure-color-freeze-acondicionador-x-500gr,https://casandra-static.s3.amazonaws.com/products/7998/67182.jpg,BONACURE
7999,Bonacure moisture kick shampoo hidratante x 500ml,bonacure moisture kick shampoo hidratante x 500ml,in stock,new,132600,https://almacensandra.com.co/product/p-7999-bonacure-moisture-kick-shampoo-hidratante-x-500ml,https://casandra-static.s3.amazonaws.com/products/7999/67189.jpg,BONACURE
8002,Ross dlen shampoo + acondicionador coco x 400ml,ross dlen shampoo + acondicionador coco x 400ml,in stock,new,29200,https://almacensandra.com.co/product/p-8002-ross-dlen-shampoo-acondicionador-coco-x-400ml,https://casandra-static.s3.amazonaws.com/products/8002/67200.jpg,ROSS D ELEN
8003,Ross dlen shampoo + acondicionador biotina x 400ml,ross dlen shampoo + acondicionador biotina x 400ml,in stock,new,29200,https://almacensandra.com.co/product/p-8003-ross-dlen-shampoo-acondicionador-biotina-x-400ml,https://casandra-static.s3.amazonaws.com/products/8003/67201.jpg,ROSS D ELEN
8005,Biocress shampoo niñas x 500ml,biocress shampoo niñas x 500ml,in stock,new,31300,https://almacensandra.com.co/product/p-8005-biocress-shampoo-ninas-x-500ml,https://casandra-static.s3.amazonaws.com/products/8005/67208.jpg,BIOCRESS
8006,Biocress tratamiento niñas x 500ml,biocress tratamiento niñas x 500ml,in stock,new,32100,https://almacensandra.com.co/product/p-8006-biocress-tratamiento-ninas-x-500ml,https://casandra-static.s3.amazonaws.com/products/8006/67209.jpg,BIOCRESS
8007,Biocress desenredante niñas x 250ml,biocress desenredante niñas x 250ml,in stock,new,22200,https://almacensandra.com.co/product/p-8007-biocress-desenredante-ninas-x-250ml,https://casandra-static.s3.amazonaws.com/products/8007/67210.jpg,BIOCRESS
8008,Biocress activador rizos x 250ml,biocress activador rizos x 250ml,in stock,new,22200,https://almacensandra.com.co/product/p-8008-biocress-activador-rizos-x-250ml,https://casandra-static.s3.amazonaws.com/products/8008/67211.jpg,BIOCRESS
8012,Samy sacapunta,samy sacapunta,in stock,new,10100,https://almacensandra.com.co/product/p-8012-samy-sacapunta,https://casandra-static.s3.amazonaws.com/products/8012/67219.jpg,SAMMY
8015,Vogue polvo compacto super  mate avellana x 14gr,vogue polvo compacto super  mate avellana x 14gr,in stock,new,6400,https://almacensandra.com.co/product/p-8015-vogue-polvo-compacto-super-mate-avellana-x-14gr,https://casandra-static.s3.amazonaws.com/products/8015/67226.jpg,VOGUE
