id,title,description,availability,condition,price,link,image_link,brand
2734,Prokpil mascarilla malva x300ml,prokpil mascarilla malva x300ml,in stock,new,23800,https://almacensandra.com.co/product/p-2734-prokpil-mascarilla-malva-x300ml,https://casandra-static.s3.amazonaws.com/products/2734/31163.jpg,PROKPIL
2735,Vitu crema natural de  pepino y te verde x1000ml,vitu crema natural de  pepino y te verde x1000ml,in stock,new,20800,https://almacensandra.com.co/product/p-2735-vitu-crema-natural-de-pepino-y-te-verde-x1000ml,https://casandra-static.s3.amazonaws.com/products/2735/31203.jpg,VITU
2737,Mye tratamiento gusano de seda x 30gr,mye tratamiento gusano de seda x 30gr,in stock,new,2300,https://almacensandra.com.co/product/p-2737-mye-tratamiento-gusano-de-seda-x-30gr,https://casandra-static.s3.amazonaws.com/products/2737/31224.jpg,MYE
2738,Granbell alicate profesional ref 270,granbell alicate profesional ref 270,in stock,new,18500,https://almacensandra.com.co/product/p-2738-granbell-alicate-profesional-ref-270,https://casandra-static.s3.amazonaws.com/products/2738/31228.jpg,GRANBELL
2740,Granbell alicate cobalto ref 203,granbell alicate cobalto ref 203,in stock,new,39600,https://almacensandra.com.co/product/p-2740-granbell-alicate-cobalto-ref-203,https://casandra-static.s3.amazonaws.com/products/2740/31230.jpg,null
2745,Ice gel refrescante con arnica x 110gr,ice gel refrescante con arnica x 110gr,in stock,new,3700,https://almacensandra.com.co/product/p-2745-ice-gel-refrescante-con-arnica-x-110gr,https://casandra-static.s3.amazonaws.com/products/2745/31280.jpg,ICE GEL
2747,Zafhirs conjunto ultra golden ref 866-03,zafhirs conjunto ultra golden ref 866-03,in stock,new,15500,https://almacensandra.com.co/product/p-2747-zafhirs-conjunto-ultra-golden-ref-866-03,https://casandra-static.s3.amazonaws.com/products/2747/31331.jpg,ZAFHIR S
2749,Campo esteril fucsia,campo esteril fucsia,in stock,new,1600,https://almacensandra.com.co/product/p-2749-campo-esteril-fucsia,https://casandra-static.s3.amazonaws.com/products/2749/31377.jpg,RANGEL VELAZQUEZ
2752,Ligne dor esmalte n.25 x 9ml,ligne dor esmalte n.25 x 9ml,in stock,new,2600,https://almacensandra.com.co/product/p-2752-ligne-dor-esmalte-n25-x-9ml,https://casandra-static.s3.amazonaws.com/products/2752/31392.jpg,LIGNE DOR
2754,Ligne dor esmalte n.32 x 9ml,ligne dor esmalte n.32 x 9ml,in stock,new,2600,https://almacensandra.com.co/product/p-2754-ligne-dor-esmalte-n32-x-9ml,https://casandra-static.s3.amazonaws.com/products/2754/31420.jpg,LIGNE DOR
2755,Ligne dor esmalte n.70 x 9ml,ligne dor esmalte n.70 x 9ml,in stock,new,2600,https://almacensandra.com.co/product/p-2755-ligne-dor-esmalte-n70-x-9ml,https://casandra-static.s3.amazonaws.com/products/2755/31425.jpg,LIGNE DOR
2757,Vanity cepillo cojinete grande ref: q86a,vanity cepillo cojinete grande ref: q86a,in stock,new,15500,https://almacensandra.com.co/product/p-2757-vanity-cepillo-cojinete-grande-ref-q86a,https://casandra-static.s3.amazonaws.com/products/2757/31429.jpg,VANITY
2759,Vanity cepillo nylon  ref: qn35,vanity cepillo nylon  ref: qn35,in stock,new,27200,https://almacensandra.com.co/product/p-2759-vanity-cepillo-nylon-ref-qn35,https://casandra-static.s3.amazonaws.com/products/2759/31432.jpg,VANITY
2760,Vanity cepillo monifilamento redondo ref: qo8,vanity cepillo monifilamento redondo ref: qo8,in stock,new,7500,https://almacensandra.com.co/product/p-2760-vanity-cepillo-monifilamento-redondo-ref-qo8,https://casandra-static.s3.amazonaws.com/products/2760/31433.jpg,null
2761,Vanity cepillo penacho ref: qp45,vanity cepillo penacho ref: qp45,in stock,new,38800,https://almacensandra.com.co/product/p-2761-vanity-cepillo-penacho-ref-qp45,https://casandra-static.s3.amazonaws.com/products/2761/31437.jpg,VANITY
2762,Vanity cepillo penacho ref: qp35,vanity cepillo penacho ref: qp35,in stock,new,37600,https://almacensandra.com.co/product/p-2762-vanity-cepillo-penacho-ref-qp35,https://casandra-static.s3.amazonaws.com/products/2762/31441.jpg,VANITY
2763,Vanity cepillo nylon ref: qn25,vanity cepillo nylon ref: qn25,in stock,new,27000,https://almacensandra.com.co/product/p-2763-vanity-cepillo-nylon-ref-qn25,https://casandra-static.s3.amazonaws.com/products/2763/31442.jpg,VANITY
2764,Ligne dor esmalte n.38 x 9ml,ligne dor esmalte n.38 x 9ml,in stock,new,2600,https://almacensandra.com.co/product/p-2764-ligne-dor-esmalte-n38-x-9ml,https://casandra-static.s3.amazonaws.com/products/2764/31443.jpg,LIGNE DOR
2765,Excellence creme tinte negro n.1 x 2und x 47gr,excellence creme tinte negro n.1 x 2und x 47gr,in stock,new,28500,https://almacensandra.com.co/product/p-2765-excellence-creme-tinte-negro-n1-x-2und-x-47gr,https://casandra-static.s3.amazonaws.com/products/2765/31475.jpg,EXECELLENCE
2766,Roux fanci-full true steel puro acero n°41 x 450ml,roux fanci-full true steel puro acero n°41 x 450ml,in stock,new,49700,https://almacensandra.com.co/product/p-2766-roux-fanci-full-true-steel-puro-acero-n°41-x-450ml,https://casandra-static.s3.amazonaws.com/products/2766/31486.jpg,null
2767,Kerastase resistance sh  bain force architiecte 1234 x250ml,kerastase resistance sh  bain force architiecte 1234 x250ml,in stock,new,115900,https://almacensandra.com.co/product/p-2767-kerastase-resistance-sh-bain-force-architiecte-1234-x250ml,https://casandra-static.s3.amazonaws.com/products/2767/31509.jpg,KERASTASE
2768,Kerastase dermo calm bain vital x 1000ml,kerastase dermo calm bain vital x 1000ml,in stock,new,257200,https://almacensandra.com.co/product/p-2768-kerastase-dermo-calm-bain-vital-x-1000ml,https://casandra-static.s3.amazonaws.com/products/2768/31511.jpg,KERASTASE
2770,Evolution tinte rubio medio caoba dorado n° 7.53 x 60ml,evolution tinte rubio medio caoba dorado n° 7.53 x 60ml,in stock,new,21200,https://almacensandra.com.co/product/p-2770-evolution-tinte-rubio-medio-caoba-dorado-n°-753-x-60ml,https://casandra-static.s3.amazonaws.com/products/2770/31521.jpg,ALFAPARF
2771,Checo brillo escarcha 305 x 12ml,checo brillo escarcha 305 x 12ml,in stock,new,5700,https://almacensandra.com.co/product/p-2771-checo-brillo-escarcha-305-x-12ml,https://casandra-static.s3.amazonaws.com/products/2771/31524.jpg,CHECO
2774,L mar shampoo floral sin sal x 500ml,l mar shampoo floral sin sal x 500ml,in stock,new,12000,https://almacensandra.com.co/product/p-2774-l-mar-shampoo-floral-sin-sal-x-500ml,https://casandra-static.s3.amazonaws.com/products/2774/31552.jpg,L MAR
2778,Nnp velos faciales de pepino x 50gr,nnp velos faciales de pepino x 50gr,in stock,new,4500,https://almacensandra.com.co/product/p-2778-nnp-velos-faciales-de-pepino-x-50gr,https://casandra-static.s3.amazonaws.com/products/2778/31640.jpg,null
2779,Nnp velos faciales de fresa x 50 gr,nnp velos faciales de fresa x 50 gr,in stock,new,4500,https://almacensandra.com.co/product/p-2779-nnp-velos-faciales-de-fresa-x-50-gr,https://casandra-static.s3.amazonaws.com/products/2779/31641.jpg,NNP
2781,Nnp velos faciales de naranja x 30gr,nnp velos faciales de naranja x 30gr,in stock,new,4500,https://almacensandra.com.co/product/p-2781-nnp-velos-faciales-de-naranja-x-30gr,https://casandra-static.s3.amazonaws.com/products/2781/31643.jpg,null
2782,Nnp limpiador facial de pepino x 225 ml,nnp limpiador facial de pepino x 225 ml,in stock,new,18400,https://almacensandra.com.co/product/p-2782-nnp-limpiador-facial-de-pepino-x-225-ml,https://casandra-static.s3.amazonaws.com/products/2782/31653.jpg,null
2787,Salerm amp kera plus x 13ml,salerm amp kera plus x 13ml,in stock,new,9100,https://almacensandra.com.co/product/p-2787-salerm-amp-kera-plus-x-13ml,https://casandra-static.s3.amazonaws.com/products/2787/31748.jpg,SALERM
2788,Dolce bella paleta de sombra x 56 unds ref: a002b-1,dolce bella paleta de sombra x 56 unds ref: a002b-1,in stock,new,66300,https://almacensandra.com.co/product/p-2788-dolce-bella-paleta-de-sombra-x-56-unds-ref-a002b-1,https://casandra-static.s3.amazonaws.com/products/2788/31750.jpg,DOLCE BELLA
2793,Biocorp mascarilla natural a base de lodo x 100gr,biocorp mascarilla natural a base de lodo x 100gr,in stock,new,14300,https://almacensandra.com.co/product/p-2793-biocorp-mascarilla-natural-a-base-de-lodo-x-100gr,https://casandra-static.s3.amazonaws.com/products/2793/31837.jpg,BIOCORP
2794,Johnvery aceite capilar mano de res x 130ml,johnvery aceite capilar mano de res x 130ml,in stock,new,5400,https://almacensandra.com.co/product/p-2794-johnvery-aceite-capilar-mano-de-res-x-130ml,https://casandra-static.s3.amazonaws.com/products/2794/31847.jpg,JOHNVERY
2796,Yellow tinte negro n.1.0 x 60ml,yellow tinte negro n.1.0 x 60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2796-yellow-tinte-negro-n10-x-60ml,https://casandra-static.s3.amazonaws.com/products/2796/31866.jpg,YELLOW
2797,Yellow tinte rubio clarisimo nacre n. 9.21 x60gr,yellow tinte rubio clarisimo nacre n. 9.21 x60gr,in stock,new,13400,https://almacensandra.com.co/product/p-2797-yellow-tinte-rubio-clarisimo-nacre-n-921-x60gr,https://casandra-static.s3.amazonaws.com/products/2797/31867.jpg,YELLOW
2799,Yellow super reforzado de aclaracion no 0ss x60ml,yellow super reforzado de aclaracion no 0ss x60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2799-yellow-super-reforzado-de-aclaracion-no-0ss-x60ml,https://casandra-static.s3.amazonaws.com/products/2799/31870.jpg,YELLOW
2801,Yellow tinte castaño oscuro no 3.0 x60ml,yellow tinte castaño oscuro no 3.0 x60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2801-yellow-tinte-castano-oscuro-no-30-x60ml,https://casandra-static.s3.amazonaws.com/products/2801/31872.jpg,YELLOW
2802,Yellow tinte rubio claro ceniza n. 8.1 x60ml,yellow tinte rubio claro ceniza n. 8.1 x60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2802-yellow-tinte-rubio-claro-ceniza-n-81-x60ml,https://casandra-static.s3.amazonaws.com/products/2802/31873.jpg,YELLOW
2803,Yellow tinte rubio claro cobre no 8.4 x60ml,yellow tinte rubio claro cobre no 8.4 x60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2803-yellow-tinte-rubio-claro-cobre-no-84-x60ml,https://casandra-static.s3.amazonaws.com/products/2803/31875.jpg,YELLOW
2804,Essensity tinte castaño claro natural intenso n°5.00 x60ml,essensity tinte castaño claro natural intenso n°5.00 x60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2804-essensity-tinte-castano-claro-natural-intenso-n°500-x60ml,https://casandra-static.s3.amazonaws.com/products/2804/31881.jpg,ESSENSITY
2805,Essensity tinte castaño medio natural n°4.0 x60ml,essensity tinte castaño medio natural n°4.0 x60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2805-essensity-tinte-castano-medio-natural-n°40-x60ml,https://casandra-static.s3.amazonaws.com/products/2805/31883.jpg,ESSENSITY
2806,Essensity tinte castaño medio chocolate 4-62 x 60ml,essensity tinte castaño medio chocolate 4-62 x 60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2806-essensity-tinte-castano-medio-chocolate-4-62-x-60ml,https://casandra-static.s3.amazonaws.com/products/2806/31886.jpg,ESSENSITY
2807,Essensity tinte castaño medio teca n.4.68 x60ml heidy,essensity tinte castaño medio teca n.4.68 x60ml heidy,in stock,new,25400,https://almacensandra.com.co/product/p-2807-essensity-tinte-castano-medio-teca-n468-x60ml-heidy,https://casandra-static.s3.amazonaws.com/products/2807/31889.jpg,ESSENSITY
2809,Essensity tinte rubio oscuro natural n.6.0 x60ml,essensity tinte rubio oscuro natural n.6.0 x60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2809-essensity-tinte-rubio-oscuro-natural-n60-x60ml,https://casandra-static.s3.amazonaws.com/products/2809/31891.jpg,ESSENSITY
2810,Essensity tinte castaño claro natural n.5.0 x60ml,essensity tinte castaño claro natural n.5.0 x60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2810-essensity-tinte-castano-claro-natural-n50-x60ml,https://casandra-static.s3.amazonaws.com/products/2810/31892.jpg,ESSENSITY
2811,Essensity tinte rubio oscuro violeta n.6.99 x60ml heidy,essensity tinte rubio oscuro violeta n.6.99 x60ml heidy,in stock,new,25400,https://almacensandra.com.co/product/p-2811-essensity-tinte-rubio-oscuro-violeta-n699-x60ml-heidy,https://casandra-static.s3.amazonaws.com/products/2811/31894.jpg,ESSENSITY
2812,Essensity tinte rubio claro natural n.8.0 x60ml,essensity tinte rubio claro natural n.8.0 x60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2812-essensity-tinte-rubio-claro-natural-n80-x60ml,https://casandra-static.s3.amazonaws.com/products/2812/31896.jpg,ESSENSITY
2813,Essensity tinte negro natural n.1.0 x60ml,essensity tinte negro natural n.1.0 x60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2813-essensity-tinte-negro-natural-n10-x60ml,https://casandra-static.s3.amazonaws.com/products/2813/31897.jpg,ESSENSITY
2816,Diarichesse tinte negro n1 x 50gr,diarichesse tinte negro n1 x 50gr,in stock,new,0,https://almacensandra.com.co/product/p-2816-diarichesse-tinte-negro-n1-x-50gr,https://casandra-static.s3.amazonaws.com/products/2816/31937.jpg,MAJIREL
2817,Babaria gel de baño de almendra dulce  pieles secas x750ml,babaria gel de baño de almendra dulce  pieles secas x750ml,in stock,new,15500,https://almacensandra.com.co/product/p-2817-babaria-gel-de-bano-de-almendra-dulce-pieles-secas-x750ml,https://casandra-static.s3.amazonaws.com/products/2817/31954.jpg,BABARIA
2824,Mye tratamiento tono sobre tono cenizos x 30gr,mye tratamiento tono sobre tono cenizos x 30gr,in stock,new,3200,https://almacensandra.com.co/product/p-2824-mye-tratamiento-tono-sobre-tono-cenizos-x-30gr,https://casandra-static.s3.amazonaws.com/products/2824/32047.jpg,MYE
2825,Mye tratamiento tono sobre tono violet blue x 30gr,mye tratamiento tono sobre tono violet blue x 30gr,in stock,new,2700,https://almacensandra.com.co/product/p-2825-mye-tratamiento-tono-sobre-tono-violet-blue-x-30gr,https://casandra-static.s3.amazonaws.com/products/2825/32048.jpg,MYE
2830,Boxer de hombre talla s,boxer de hombre talla s,in stock,new,4600,https://almacensandra.com.co/product/p-2830-boxer-de-hombre-talla-s,https://casandra-static.s3.amazonaws.com/products/2830/32055.jpg,RANGEL VELAZQUEZ
2831,Mye tratamiento gusano de seda x 300 gr,mye tratamiento gusano de seda x 300 gr,in stock,new,16100,https://almacensandra.com.co/product/p-2831-mye-tratamiento-gusano-de-seda-x-300-gr,https://casandra-static.s3.amazonaws.com/products/2831/32056.jpg,MYE
2833,Athos aceite de coco x 1000 ml,athos aceite de coco x 1000 ml,in stock,new,34200,https://almacensandra.com.co/product/p-2833-athos-aceite-de-coco-x-1000-ml,https://casandra-static.s3.amazonaws.com/products/2833/32078.jpg,ATHOS
2834,Athos aceite de coco x 500 ml,athos aceite de coco x 500 ml,in stock,new,20500,https://almacensandra.com.co/product/p-2834-athos-aceite-de-coco-x-500-ml,https://casandra-static.s3.amazonaws.com/products/2834/32082.jpg,ATHOS
2835,Athos aceite de uva x 250ml,athos aceite de uva x 250ml,in stock,new,11800,https://almacensandra.com.co/product/p-2835-athos-aceite-de-uva-x-250ml,https://casandra-static.s3.amazonaws.com/products/2835/32087.jpg,ATHOS
2836,Athos aceite de coco x 250 ml,athos aceite de coco x 250 ml,in stock,new,11800,https://almacensandra.com.co/product/p-2836-athos-aceite-de-coco-x-250-ml,https://casandra-static.s3.amazonaws.com/products/2836/32089.jpg,ATHOS
2837,Athos labial manteca de cacao x 10 gr,athos labial manteca de cacao x 10 gr,in stock,new,2800,https://almacensandra.com.co/product/p-2837-athos-labial-manteca-de-cacao-x-10-gr,https://casandra-static.s3.amazonaws.com/products/2837/32090.jpg,ATHOS
2838,Kerastase resistance sh  bain force architect 1234  x 1000ml,kerastase resistance sh  bain force architect 1234  x 1000ml,in stock,new,259800,https://almacensandra.com.co/product/p-2838-kerastase-resistance-sh-bain-force-architect-1234-x-1000ml,https://casandra-static.s3.amazonaws.com/products/2838/32099.jpg,KERASTASE
2839,Nnp exfoliante facial apricot scrub x 283 gr,nnp exfoliante facial apricot scrub x 283 gr,in stock,new,31600,https://almacensandra.com.co/product/p-2839-nnp-exfoliante-facial-apricot-scrub-x-283-gr,https://casandra-static.s3.amazonaws.com/products/2839/32110.jpg,NNP
2840,Nnp mascarilla facial de colageno x unidad 70g,nnp mascarilla facial de colageno x unidad 70g,in stock,new,7300,https://almacensandra.com.co/product/p-2840-nnp-mascarilla-facial-de-colageno-x-unidad-70g,https://casandra-static.s3.amazonaws.com/products/2840/32111.jpg,NNP
2841,Essensity tinte rubio medio roble n.7.67 x60ml,essensity tinte rubio medio roble n.7.67 x60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2841-essensity-tinte-rubio-medio-roble-n767-x60ml,https://casandra-static.s3.amazonaws.com/products/2841/32116.jpg,IGORA
2842,Essensity tinte rubio muy claro natural n.9.0 x60ml,essensity tinte rubio muy claro natural n.9.0 x60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2842-essensity-tinte-rubio-muy-claro-natural-n90-x60ml,https://casandra-static.s3.amazonaws.com/products/2842/32118.jpg,ESSENSITY
2843,Essensity tinte rubio muy claro cedro n.9.14 x60ml,essensity tinte rubio muy claro cedro n.9.14 x60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2843-essensity-tinte-rubio-muy-claro-cedro-n914-x60ml,https://casandra-static.s3.amazonaws.com/products/2843/32119.jpg,ESSENSITY
2844,Essensity tinte rubio muy claro natural intenso n.9.00 x 60ml,essensity tinte rubio muy claro natural intenso n.9.00 x 60ml,in stock,new,25400,https://almacensandra.com.co/product/p-2844-essensity-tinte-rubio-muy-claro-natural-intenso-n900-x-60ml,https://casandra-static.s3.amazonaws.com/products/2844/32122.jpg,IGORA
2846,Ross dlen colonia infantil dulces sueños x 200 ml,ross dlen colonia infantil dulces sueños x 200 ml,in stock,new,13100,https://almacensandra.com.co/product/p-2846-ross-dlen-colonia-infantil-dulces-suenos-x-200-ml,https://casandra-static.s3.amazonaws.com/products/2846/32145.jpg,ROSS
2847,Ross dlen baby ross shampoo x 200 ml,ross dlen baby ross shampoo x 200 ml,in stock,new,9700,https://almacensandra.com.co/product/p-2847-ross-dlen-baby-ross-shampoo-x-200-ml,https://casandra-static.s3.amazonaws.com/products/2847/32147.jpg,ROSS
2848,Ross d len baby ross crema baby con fecula de maiz x 200 gr,ross d len baby ross crema baby con fecula de maiz x 200 gr,in stock,new,10800,https://almacensandra.com.co/product/p-2848-ross-d-len-baby-ross-crema-baby-con-fecula-de-maiz-x-200-gr,https://casandra-static.s3.amazonaws.com/products/2848/32149.jpg,ROSS
2850,Athos aceite de almendra y café x 250 ml,athos aceite de almendra y café x 250 ml,in stock,new,11800,https://almacensandra.com.co/product/p-2850-athos-aceite-de-almendra-y-cafe-x-250-ml,https://casandra-static.s3.amazonaws.com/products/2850/32175.jpg,ATHOS
2853,Masglo esmalte cremoso electrica x 13.5ml,masglo esmalte cremoso electrica x 13.5ml,in stock,new,7200,https://almacensandra.com.co/product/p-2853-masglo-esmalte-cremoso-electrica-x-135ml,https://casandra-static.s3.amazonaws.com/products/2853/32180.jpg,MASGLO
2854,Masglo esmalte cremoso explosiva x 13.5ml,masglo esmalte cremoso explosiva x 13.5ml,in stock,new,7200,https://almacensandra.com.co/product/p-2854-masglo-esmalte-cremoso-explosiva-x-135ml,https://casandra-static.s3.amazonaws.com/products/2854/32183.jpg,MASGLO
2857,Masglo esmalte cremoso intuitiva x 13.5ml,masglo esmalte cremoso intuitiva x 13.5ml,in stock,new,7200,https://almacensandra.com.co/product/p-2857-masglo-esmalte-cremoso-intuitiva-x-135ml,https://casandra-static.s3.amazonaws.com/products/2857/32193.jpg,MASGLO
2858,Charleston aceite humentante de cuticula x 30ml,charleston aceite humentante de cuticula x 30ml,in stock,new,2700,https://almacensandra.com.co/product/p-2858-charleston-aceite-humentante-de-cuticula-x-30ml,https://casandra-static.s3.amazonaws.com/products/2858/32197.jpg,CHARLESTON
2859,Ross dlen gel antibacterial scent sensation x 30gr,ross dlen gel antibacterial scent sensation x 30gr,in stock,new,4700,https://almacensandra.com.co/product/p-2859-ross-dlen-gel-antibacterial-scent-sensation-x-30gr,https://casandra-static.s3.amazonaws.com/products/2859/32201.jpg,ROSS
2860,L mar shampoo hierbas sin sal x 500ml,l mar shampoo hierbas sin sal x 500ml,in stock,new,12000,https://almacensandra.com.co/product/p-2860-l-mar-shampoo-hierbas-sin-sal-x-500ml,https://casandra-static.s3.amazonaws.com/products/2860/32202.jpg,L MAR
2861,Bardot esmalte ice cream n°09 x 9ml,bardot esmalte ice cream n°09 x 9ml,in stock,new,3300,https://almacensandra.com.co/product/p-2861-bardot-esmalte-ice-cream-n°09-x-9ml,https://casandra-static.s3.amazonaws.com/products/2861/32209.jpg,BARDOT
2864,Diarichesse tinte beige dorado n.8.31 x 50g,diarichesse tinte beige dorado n.8.31 x 50g,in stock,new,22300,https://almacensandra.com.co/product/p-2864-diarichesse-tinte-beige-dorado-n831-x-50g,https://casandra-static.s3.amazonaws.com/products/2864/32222.jpg,DIARICHESSE
2867,Bosley brocha abanico grande ref: 0351,bosley brocha abanico grande ref: 0351,in stock,new,3900,https://almacensandra.com.co/product/p-2867-bosley-brocha-abanico-grande-ref-0351,https://casandra-static.s3.amazonaws.com/products/2867/32314.jpg,BOSLEY
2869,Vanity cepillo salon cerda mixta ref: qm25,vanity cepillo salon cerda mixta ref: qm25,in stock,new,26200,https://almacensandra.com.co/product/p-2869-vanity-cepillo-salon-cerda-mixta-ref-qm25,https://casandra-static.s3.amazonaws.com/products/2869/32355.jpg,VANITY
2870,Vanity cepillo salon cerdas mixta ref: qm45,vanity cepillo salon cerdas mixta ref: qm45,in stock,new,39200,https://almacensandra.com.co/product/p-2870-vanity-cepillo-salon-cerdas-mixta-ref-qm45,https://casandra-static.s3.amazonaws.com/products/2870/32358.jpg,VANITY
2871,Vanity cepillo vanity salon cerdas mixta  ref qm35,vanity cepillo vanity salon cerdas mixta  ref qm35,in stock,new,34900,https://almacensandra.com.co/product/p-2871-vanity-cepillo-vanity-salon-cerdas-mixta-ref-qm35,https://casandra-static.s3.amazonaws.com/products/2871/32360.jpg,VANITY
2872,Vanity cepillo nylon plano grande ref: q14,vanity cepillo nylon plano grande ref: q14,in stock,new,6300,https://almacensandra.com.co/product/p-2872-vanity-cepillo-nylon-plano-grande-ref-q14,https://casandra-static.s3.amazonaws.com/products/2872/32362.jpg,null
2873,Marylin aplicador largo estuche x 5 und,marylin aplicador largo estuche x 5 und,in stock,new,3300,https://almacensandra.com.co/product/p-2873-marylin-aplicador-largo-estuche-x-5-und,https://casandra-static.s3.amazonaws.com/products/2873/32373.jpg,MARYLIN
2874,Admiss esmalte cremoso kevin x 10ml,admiss esmalte cremoso kevin x 10ml,in stock,new,3500,https://almacensandra.com.co/product/p-2874-admiss-esmalte-cremoso-kevin-x-10ml,https://casandra-static.s3.amazonaws.com/products/2874/32383.jpg,ADMIS
2875,Mye tratamiento repolarizador capilar x 30 gr,mye tratamiento repolarizador capilar x 30 gr,in stock,new,2300,https://almacensandra.com.co/product/p-2875-mye-tratamiento-repolarizador-capilar-x-30-gr,https://casandra-static.s3.amazonaws.com/products/2875/32400.jpg,MYE
2876,Mye termoprotector lisso extremo x 15gr,mye termoprotector lisso extremo x 15gr,in stock,new,2300,https://almacensandra.com.co/product/p-2876-mye-termoprotector-lisso-extremo-x-15gr,https://casandra-static.s3.amazonaws.com/products/2876/32402.jpg,MYE
2880,Checo esmalte nacarado n.105 x 12ml,checo esmalte nacarado n.105 x 12ml,in stock,new,5200,https://almacensandra.com.co/product/p-2880-checo-esmalte-nacarado-n105-x-12ml,https://casandra-static.s3.amazonaws.com/products/2880/32463.jpg,CHECO
2882,Masglo esmalte matificador x 13.5 ml,masglo esmalte matificador x 13.5 ml,in stock,new,7200,https://almacensandra.com.co/product/p-2882-masglo-esmalte-matificador-x-135-ml,https://casandra-static.s3.amazonaws.com/products/2882/32498.jpg,MASGLO
2883,Blomer cepillo gold desert  ref: 5403,blomer cepillo gold desert  ref: 5403,in stock,new,40800,https://almacensandra.com.co/product/p-2883-blomer-cepillo-gold-desert-ref-5403,https://casandra-static.s3.amazonaws.com/products/2883/32529.jpg,BLOMER
2884,Blomer cepillo gold desert ref: 5404 est,blomer cepillo gold desert ref: 5404 est,in stock,new,45900,https://almacensandra.com.co/product/p-2884-blomer-cepillo-gold-desert-ref-5404-est,https://casandra-static.s3.amazonaws.com/products/2884/32530.jpg,null
2885,Blomer cepillo gold desert ref: 5402,blomer cepillo gold desert ref: 5402,in stock,new,40900,https://almacensandra.com.co/product/p-2885-blomer-cepillo-gold-desert-ref-5402,https://casandra-static.s3.amazonaws.com/products/2885/32531.jpg,null
2886,Blomer cepillo de madera metalizada penacho ref: 5401,blomer cepillo de madera metalizada penacho ref: 5401,in stock,new,28400,https://almacensandra.com.co/product/p-2886-blomer-cepillo-de-madera-metalizada-penacho-ref-5401,https://casandra-static.s3.amazonaws.com/products/2886/32532.jpg,BLOMER
2887,Blomer cepillo torino cerda natural mango de madera ref: 7304 est,blomer cepillo torino cerda natural mango de madera ref: 7304 est,in stock,new,26400,https://almacensandra.com.co/product/p-2887-blomer-cepillo-torino-cerda-natural-mango-de-madera-ref-7304-est,https://casandra-static.s3.amazonaws.com/products/2887/32533.jpg,BLOMER
2888,Blomer cepillo cerda natural mango de madera ref: 7302,blomer cepillo cerda natural mango de madera ref: 7302,in stock,new,19700,https://almacensandra.com.co/product/p-2888-blomer-cepillo-cerda-natural-mango-de-madera-ref-7302,https://casandra-static.s3.amazonaws.com/products/2888/32534.jpg,null
2889,Blomer cepillo cerda natural mango de madera ref: 7301,blomer cepillo cerda natural mango de madera ref: 7301,in stock,new,16400,https://almacensandra.com.co/product/p-2889-blomer-cepillo-cerda-natural-mango-de-madera-ref-7301,https://casandra-static.s3.amazonaws.com/products/2889/32536.jpg,BLOMER
2890,Blomer cepillo cerda naturalreforzada ref: 5101 est,blomer cepillo cerda naturalreforzada ref: 5101 est,in stock,new,25600,https://almacensandra.com.co/product/p-2890-blomer-cepillo-cerda-naturalreforzada-ref-5101-est,https://casandra-static.s3.amazonaws.com/products/2890/32537.jpg,BLOMER
2893,Blomer cepillo madera metalizada nylon ref: 5203 est,blomer cepillo madera metalizada nylon ref: 5203 est,in stock,new,41300,https://almacensandra.com.co/product/p-2893-blomer-cepillo-madera-metalizada-nylon-ref-5203-est,https://casandra-static.s3.amazonaws.com/products/2893/32544.jpg,BLOMER
2895,Blomer cepillo madera metalizada nylon ref: 5204,blomer cepillo madera metalizada nylon ref: 5204,in stock,new,45300,https://almacensandra.com.co/product/p-2895-blomer-cepillo-madera-metalizada-nylon-ref-5204,https://casandra-static.s3.amazonaws.com/products/2895/32546.jpg,BLOMER
2896,Blomer cepillo madera metalizada nylon  wayu 3  ref: 9852,blomer cepillo madera metalizada nylon  wayu 3  ref: 9852,in stock,new,35300,https://almacensandra.com.co/product/p-2896-blomer-cepillo-madera-metalizada-nylon-wayu-3-ref-9852,https://casandra-static.s3.amazonaws.com/products/2896/32548.jpg,BLOMER
2897,Blomer cepillo wayu ref: 9751,blomer cepillo wayu ref: 9751,in stock,new,27900,https://almacensandra.com.co/product/p-2897-blomer-cepillo-wayu-ref-9751,https://casandra-static.s3.amazonaws.com/products/2897/32549.jpg,BLOMER
